REGION,PRVNC,Ingreso_mensual_pesos_hogar,Sexo,Edad,Nivel_de_instrucción,COB_SALUD,PROMEDIO_FV_DIARIO,Sit_laboral,Indice_NBI_hogar_dic,PROMEDIO_FV_DIARIO_Dic
4,54,2500,Mujer,32,Secundario,Salud_Privada,4,Ocupado,0,Cumple
6,26,4000,Mujer,23,Terciario_universitario,Salud_Privada,2.28571428571429,Inactivo,0,No_cumple
2,14,500,Mujer,24,Primario,Salud_Privada,0.571428571428572,Ocupado,0,No_cumple
4,34,900,Varon,77,Primario,Salud_Privada,5,Inactivo,0,Cumple
2,82,5000,Mujer,50,Terciario_universitario,Salud_Privada,3,Ocupado,0,Cumple
2,82,3000,Varon,76,Secundario,Salud_Privada,4,Inactivo,0,Cumple
6,62,1500,Varon,32,Secundario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
3,90,2000,Varon,56,Secundario,Salud_Privada,1.28571428571429,Inactivo,0,No_cumple
3,86,2000,Varon,37,Secundario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
3,38,1200,Varon,34,Terciario_universitario,Salud_Publica,2,Ocupado,0,No_cumple
3,86,1950,Mujer,47,Primario,Salud_Privada,1.28571428571429,Inactivo,1,No_cumple
5,50,3500,Varon,54,Primario,Salud_Publica,0.428571428571429,Ocupado,1,No_cumple
3,38,2500,Mujer,29,Secundario,Salud_Privada,4,Inactivo,0,Cumple
2,42,5000,Varon,67,Secundario,Salud_Privada,0.428571428571429,Inactivo,0,No_cumple
6,94,2300,Mujer,23,Terciario_universitario,Salud_Privada,2.42857142857143,Ocupado,0,No_cumple
2,30,2700,Mujer,24,Terciario_universitario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
5,74,600,Varon,40,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
4,22,250,Mujer,40,Secundario,Salud_Publica,1.28571428571429,Ocupado,0,No_cumple
3,90,2600,Varon,49,Secundario,Salud_Privada,1.85714285714286,Ocupado,1,No_cumple
5,70,1800,Varon,18,Primario,Salud_Privada,1,Ocupado,1,No_cumple
3,10,2000,Mujer,26,Secundario,Salud_Publica,0.714285714285714,Inactivo,0,No_cumple
2,6,3600,Mujer,54,Primario,Salud_Privada,3,Ocupado,0,Cumple
3,86,800,Mujer,43,Secundario,Salud_Publica,0.857142857142857,Ocupado,0,No_cumple
6,94,6000,Mujer,54,Secundario,Salud_Privada,0.285714285714286,Inactivo,0,No_cumple
6,78,6000,Mujer,43,Terciario_universitario,Salud_Privada,4.57142857142857,Ocupado,0,Cumple
4,54,1800,Varon,39,Secundario,Salud_Publica,1.28571428571429,Ocupado,0,No_cumple
2,14,4000,Varon,62,Terciario_universitario,Salud_Privada,0.571428571428572,Inactivo,0,No_cumple
3,90,1000,Mujer,55,Primario,Salud_Privada,3,Inactivo,0,Cumple
5,74,1500,Varon,50,Secundario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
4,22,1000,Mujer,75,Primario,Salud_Privada,1.71428571428571,Inactivo,1,No_cumple
3,86,1000,Mujer,33,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
2,6,1200,Mujer,23,Primario,Salud_Publica,0,Inactivo,1,No_cumple
3,46,6000,Varon,45,Terciario_universitario,Salud_Publica,0.142857142857143,Ocupado,0,No_cumple
4,34,1400,Varon,29,Secundario,Salud_Privada,2,Ocupado,1,No_cumple
2,30,650,Mujer,72,Primario,Salud_Privada,0.285714285714286,Inactivo,0,No_cumple
2,30,850,Mujer,78,Primario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
6,78,3000,Mujer,39,Secundario,Salud_Privada,1.28571428571429,Desocupado,0,No_cumple
3,10,1800,Varon,30,Secundario,Salud_Privada,1,Ocupado,1,No_cumple
6,78,3016,Mujer,23,Secundario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
2,82,1000,Mujer,37,Secundario,Salud_Publica,0.857142857142857,Inactivo,0,No_cumple
4,22,700,Mujer,52,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
6,78,5000,Varon,28,Primario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
3,90,800,Varon,49,Primario,Salud_Publica,4,Ocupado,1,Cumple
2,14,3500,Mujer,43,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
4,18,800,Mujer,32,Primario,Salud_Publica,0,Ocupado,1,No_cumple
4,22,800,Mujer,40,Secundario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
4,22,800,Varon,41,Secundario,Salud_Publica,2.14285714285714,Ocupado,0,No_cumple
2,6,1900,Varon,75,Primario,Salud_Privada,9.71428571428571,Inactivo,0,Cumple
3,66,1000,Varon,34,Primario,Salud_Publica,2,Ocupado,1,No_cumple
5,70,2500,Mujer,26,Terciario_universitario,Salud_Publica,1,Ocupado,0,No_cumple
5,74,1000,Mujer,19,Secundario,Salud_Privada,0.142857142857143,Inactivo,0,No_cumple
4,18,200,Mujer,20,Terciario_universitario,Salud_Privada,0.428571428571429,Ocupado,0,No_cumple
6,26,800,Varon,72,Primario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
5,50,4500,Varon,28,Terciario_universitario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
2,30,3300,Mujer,59,Secundario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
4,34,700,Mujer,32,Primario,Salud_Privada,4.57142857142857,Ocupado,0,Cumple
4,22,900,Mujer,32,Secundario,Salud_Publica,2,Inactivo,0,No_cumple
2,6,1200,Mujer,79,Primario,Salud_Privada,2.14285714285714,Inactivo,0,No_cumple
3,38,600,Mujer,47,Secundario,Salud_Publica,0.857142857142857,Desocupado,1,No_cumple
3,10,1500,Mujer,73,Primario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
3,90,1000,Mujer,60,Primario,Salud_Publica,4.85714285714286,Inactivo,0,Cumple
2,82,1000,Varon,22,Secundario,Salud_Publica,0,Desocupado,1,No_cumple
1,6,6000,Mujer,30,Terciario_universitario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
2,14,837,Mujer,38,Primario,Salud_Privada,2,Ocupado,0,No_cumple
4,22,1000,Mujer,38,Secundario,Salud_Publica,1.42857142857143,Ocupado,0,No_cumple
3,38,500,Mujer,34,Secundario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
6,58,4500,Varon,48,Secundario,Salud_Privada,4.57142857142857,Ocupado,0,Cumple
2,14,4000,Mujer,21,Terciario_universitario,Salud_Publica,3,Inactivo,0,Cumple
4,54,400,Mujer,50,Primario,Salud_Privada,3,Ocupado,0,Cumple
3,86,4000,Varon,28,Terciario_universitario,Salud_Publica,3.85714285714286,Desocupado,0,Cumple
3,86,1200,Mujer,50,Secundario,Salud_Publica,2.42857142857143,Inactivo,0,No_cumple
2,42,2500,Mujer,59,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
5,70,1000,Mujer,28,Primario,Salud_Publica,1.42857142857143,Ocupado,1,No_cumple
1,6,1600,Varon,69,Secundario,Salud_Privada,2,Inactivo,0,No_cumple
5,50,2500,Mujer,38,Secundario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
4,18,700,Mujer,75,Secundario,Salud_Privada,2.14285714285714,Inactivo,0,No_cumple
3,38,800,Varon,32,Primario,Salud_Publica,0.285714285714286,Ocupado,1,No_cumple
3,38,3500,Mujer,66,Terciario_universitario,Salud_Privada,3,Inactivo,0,Cumple
3,66,10000,Varon,54,Terciario_universitario,Salud_Privada,4.57142857142857,Ocupado,0,Cumple
6,26,2700,Mujer,49,Primario,Salud_Privada,2,Inactivo,0,No_cumple
5,70,1200,Varon,24,Primario,Salud_Privada,0.142857142857143,Ocupado,1,No_cumple
2,6,3000,Mujer,43,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
1,6,2300,Varon,23,Secundario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
2,14,1200,Varon,73,Primario,Salud_Privada,6,Inactivo,0,Cumple
1,2,550,Mujer,35,Secundario,Salud_Publica,0.571428571428572,Inactivo,1,No_cumple
6,78,4000,Varon,40,Terciario_universitario,Salud_Privada,0.428571428571429,Ocupado,0,No_cumple
2,30,3500,Mujer,46,Terciario_universitario,Salud_Privada,5,Ocupado,0,Cumple
1,6,5000,Varon,20,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
5,74,1800,Mujer,42,Secundario,Salud_Publica,2,Ocupado,0,No_cumple
2,42,1000,Mujer,59,Primario,Salud_Publica,1.85714285714286,Ocupado,0,No_cumple
3,10,2000,Mujer,31,Terciario_universitario,Salud_Privada,3,Ocupado,0,Cumple
5,50,1800,Mujer,21,Secundario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
2,42,2100,Mujer,36,Terciario_universitario,Salud_Privada,3,Ocupado,0,Cumple
1,6,4000,Mujer,42,Secundario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
6,94,3600,Varon,46,Secundario,Salud_Privada,0.285714285714286,Ocupado,0,No_cumple
1,2,6000,Mujer,52,Terciario_universitario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
2,14,2400,Varon,86,Primario,Salud_Privada,2,Inactivo,0,No_cumple
6,58,3000,Mujer,39,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
3,90,1400,Varon,29,Primario,Salud_Publica,0.428571428571429,Ocupado,0,No_cumple
2,30,800,Varon,30,Secundario,Salud_Privada,1.14285714285714,Ocupado,1,No_cumple
6,26,900,Mujer,33,Secundario,Salud_Publica,0.571428571428572,Ocupado,0,No_cumple
2,30,4000,Varon,56,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
3,46,4000,Varon,38,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
1,6,2300,Mujer,67,Secundario,Salud_Privada,2,Inactivo,0,No_cumple
3,38,1500,Varon,34,Primario,Salud_Publica,0.571428571428572,Ocupado,0,No_cumple
3,46,625,Mujer,38,Secundario,Salud_Publica,0.428571428571429,Ocupado,1,No_cumple
2,14,3000,Varon,36,Terciario_universitario,Salud_Privada,2,Ocupado,1,No_cumple
1,2,3000,Mujer,89,Primario,Salud_Privada,5,Inactivo,0,Cumple
3,38,5000,Varon,37,Terciario_universitario,Salud_Publica,3,Ocupado,0,Cumple
6,58,2000,Varon,30,Secundario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
2,82,2300,Mujer,62,Secundario,Salud_Privada,3,Inactivo,0,Cumple
3,66,2400,Varon,54,Primario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
2,6,1600,Mujer,19,Secundario,Salud_Publica,0.285714285714286,Desocupado,0,No_cumple
4,34,3000,Varon,22,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
2,82,3700,Mujer,73,Primario,Salud_Privada,2.42857142857143,Inactivo,0,No_cumple
2,6,1300,Varon,63,Secundario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
2,82,1600,Varon,23,Terciario_universitario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
4,22,1500,Mujer,38,Terciario_universitario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
6,58,400,Mujer,30,Primario,Salud_Publica,2,Ocupado,1,No_cumple
6,26,2500,Varon,21,Secundario,Salud_Publica,1.57142857142857,Ocupado,0,No_cumple
1,6,1500,Mujer,69,Primario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
2,14,800,Mujer,56,Primario,Salud_Privada,9.28571428571429,Ocupado,0,Cumple
3,86,600,Varon,18,Secundario,Salud_Publica,1.28571428571429,Inactivo,0,No_cumple
2,14,700,Mujer,78,Secundario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
2,6,1800,Varon,21,Secundario,Salud_Publica,7,Ocupado,0,Cumple
1,6,800,Varon,65,Secundario,Salud_Publica,0.142857142857143,Ocupado,0,No_cumple
2,82,2500,Varon,41,Secundario,Salud_Privada,2.57142857142857,Ocupado,0,No_cumple
2,6,600,Varon,21,Terciario_universitario,Salud_Privada,1,Inactivo,0,No_cumple
6,78,2500,Mujer,42,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
4,54,4500,Varon,39,Secundario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
4,34,3500,Varon,40,Primario,Salud_Publica,2.42857142857143,Ocupado,1,No_cumple
4,18,800,Varon,29,Terciario_universitario,Salud_Publica,0.428571428571429,Ocupado,0,No_cumple
2,30,2500,Mujer,36,Primario,Salud_Publica,1,Inactivo,1,No_cumple
2,6,2000,Mujer,65,Primario,Salud_Privada,1.85714285714286,Ocupado,0,No_cumple
2,6,3200,Varon,19,Secundario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
5,74,1200,Varon,20,Secundario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
3,90,350,Mujer,23,Secundario,Salud_Publica,1.57142857142857,Inactivo,0,No_cumple
3,66,1000,Varon,42,Secundario,Salud_Privada,0.142857142857143,Ocupado,1,No_cumple
6,58,500,Mujer,47,Secundario,Salud_Publica,1.28571428571429,Ocupado,0,No_cumple
5,70,1200,Mujer,25,Secundario,Salud_Publica,0.714285714285714,Ocupado,0,No_cumple
3,90,1500,Mujer,46,Terciario_universitario,Salud_Privada,2.71428571428571,Ocupado,0,No_cumple
2,82,2000,Mujer,60,Secundario,Salud_Privada,2,Inactivo,0,No_cumple
6,58,1000,Mujer,80,Primario,Salud_Privada,1.28571428571429,Inactivo,0,No_cumple
3,90,1000,Varon,69,Primario,Salud_Publica,1,Inactivo,0,No_cumple
4,22,800,Mujer,52,Primario,Salud_Publica,0.857142857142857,Inactivo,1,No_cumple
3,86,2000,Varon,44,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
4,22,300,Mujer,22,Secundario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
6,94,10000,Varon,37,Terciario_universitario,Salud_Privada,1,Ocupado,0,No_cumple
5,70,2500,Mujer,62,Secundario,Salud_Privada,2,Inactivo,0,No_cumple
4,34,7200,Varon,45,Primario,Salud_Privada,0.285714285714286,Ocupado,0,No_cumple
4,54,1700,Mujer,56,Secundario,Salud_Publica,9,Ocupado,0,Cumple
3,66,1000,Varon,61,Primario,Salud_Publica,0.714285714285714,Ocupado,0,No_cumple
2,42,2000,Mujer,83,Primario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
3,10,2500,Mujer,25,Secundario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
3,90,2000,Mujer,49,Primario,Salud_Privada,0.571428571428572,Inactivo,0,No_cumple
6,62,1400,Mujer,39,Primario,Salud_Privada,3,Ocupado,0,Cumple
2,6,2400,Mujer,55,Primario,Salud_Privada,3.71428571428571,Ocupado,0,Cumple
3,86,4000,Varon,37,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
2,14,3000,Mujer,57,Secundario,Salud_Privada,4,Ocupado,0,Cumple
5,70,1600,Varon,43,Secundario,Salud_Privada,0.571428571428572,Ocupado,0,No_cumple
2,82,4000,Mujer,52,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
2,82,1500,Mujer,24,Terciario_universitario,Salud_Privada,2.85714285714286,Inactivo,0,No_cumple
2,14,3000,Varon,34,Primario,Salud_Privada,5,Ocupado,0,Cumple
6,94,7000,Mujer,20,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
2,14,1200,Mujer,39,Primario,Salud_Publica,2.71428571428571,Inactivo,0,No_cumple
2,42,4000,Varon,19,Terciario_universitario,Salud_Privada,3,Inactivo,0,Cumple
2,14,1800,Mujer,31,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
4,54,445,Mujer,27,Primario,Salud_Publica,1.42857142857143,Ocupado,0,No_cumple
2,82,2000,Mujer,51,Primario,Salud_Privada,3.42857142857143,Ocupado,0,Cumple
1,2,850,Mujer,63,Primario,Salud_Privada,3,Inactivo,0,Cumple
6,62,2500,Varon,47,Primario,Salud_Publica,0.428571428571429,Ocupado,0,No_cumple
2,14,10000,Mujer,54,Terciario_universitario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
3,10,900,Mujer,18,Secundario,Salud_Publica,11.1428571428571,Desocupado,1,Cumple
6,26,2500,Mujer,18,Secundario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
2,6,2000,Mujer,53,Terciario_universitario,Salud_Privada,1.85714285714286,Ocupado,0,No_cumple
6,62,2800,Mujer,68,Primario,Salud_Privada,2.57142857142857,Inactivo,0,No_cumple
1,6,2000,Mujer,36,Secundario,Salud_Privada,1.14285714285714,Inactivo,0,No_cumple
6,58,1600,Varon,54,Secundario,Salud_Publica,1,Inactivo,0,No_cumple
3,10,800,Mujer,40,Secundario,Salud_Privada,1.85714285714286,Ocupado,0,No_cumple
1,6,500,Mujer,65,Primario,Salud_Privada,2,Inactivo,1,No_cumple
2,82,600,Mujer,29,Secundario,Salud_Publica,0.714285714285714,Desocupado,0,No_cumple
1,6,2400,Mujer,56,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
3,66,600,Varon,33,Secundario,Salud_Publica,2,Ocupado,0,No_cumple
2,30,1700,Varon,83,Primario,Salud_Privada,7,Inactivo,0,Cumple
6,78,2000,Mujer,67,Secundario,Salud_Privada,3,Inactivo,0,Cumple
4,18,1500,Mujer,52,Terciario_universitario,Salud_Privada,2,Ocupado,0,No_cumple
3,46,3000,Mujer,52,Primario,Salud_Privada,3,Inactivo,0,Cumple
6,94,3800,Varon,46,Terciario_universitario,Salud_Privada,2.57142857142857,Ocupado,0,No_cumple
4,54,600,Varon,18,Secundario,Salud_Publica,0.285714285714286,Ocupado,0,No_cumple
2,82,1100,Mujer,27,Terciario_universitario,Salud_Privada,3.14285714285714,Ocupado,1,Cumple
2,30,1300,Mujer,57,Primario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
2,6,1600,Mujer,64,Secundario,Salud_Privada,2.42857142857143,Inactivo,0,No_cumple
2,14,1800,Mujer,39,Terciario_universitario,Salud_Publica,3.14285714285714,Ocupado,1,Cumple
2,6,3000,Varon,20,Primario,Salud_Publica,1.14285714285714,Ocupado,0,No_cumple
2,6,4000,Mujer,31,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
2,82,900,Mujer,31,Primario,Salud_Publica,3,Ocupado,0,Cumple
3,90,3000,Varon,24,Terciario_universitario,Salud_Privada,4,Ocupado,0,Cumple
2,14,3000,Mujer,33,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
3,38,600,Mujer,33,Primario,Salud_Publica,2.14285714285714,Ocupado,1,No_cumple
2,30,1800,Varon,63,Secundario,Salud_Privada,3.42857142857143,Ocupado,0,Cumple
1,6,1500,Varon,25,Secundario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
6,58,1800,Mujer,60,Secundario,Salud_Privada,3,Inactivo,0,Cumple
5,70,1100,Varon,75,Primario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
4,18,2000,Mujer,42,Secundario,Salud_Publica,2.42857142857143,Ocupado,0,No_cumple
3,90,4000,Mujer,80,Terciario_universitario,Salud_Privada,5,Inactivo,0,Cumple
3,46,1500,Varon,21,Terciario_universitario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
1,6,1500,Mujer,42,Terciario_universitario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
3,86,800,Mujer,28,Secundario,Salud_Publica,0.857142857142857,Inactivo,0,No_cumple
2,82,3500,Mujer,29,Terciario_universitario,Salud_Privada,4,Ocupado,0,Cumple
6,26,5000,Mujer,37,Secundario,Salud_Privada,0.571428571428572,Ocupado,0,No_cumple
5,70,5000,Mujer,73,Terciario_universitario,Salud_Privada,3,Ocupado,0,Cumple
3,90,1500,Varon,27,Primario,Salud_Publica,1.42857142857143,Ocupado,1,No_cumple
4,34,1900,Mujer,56,Primario,Salud_Publica,1.14285714285714,Ocupado,0,No_cumple
2,82,2500,Mujer,26,Terciario_universitario,Salud_Privada,1.85714285714286,Ocupado,0,No_cumple
2,82,1100,Mujer,65,Primario,Salud_Privada,8,Inactivo,0,Cumple
6,26,1500,Mujer,42,Primario,Salud_Privada,0.857142857142857,Ocupado,1,No_cumple
5,74,1800,Mujer,49,Primario,Salud_Privada,0.285714285714286,Inactivo,0,No_cumple
3,38,500,Mujer,26,Primario,Salud_Publica,5,Ocupado,1,Cumple
5,50,2000,Mujer,29,Terciario_universitario,Salud_Privada,2.28571428571429,Ocupado,0,No_cumple
6,78,4500,Mujer,49,Secundario,Salud_Privada,3,Ocupado,0,Cumple
3,10,2500,Mujer,27,Terciario_universitario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
6,78,2000,Varon,73,Primario,Salud_Privada,4,Inactivo,0,Cumple
5,50,15000,Mujer,35,Secundario,Salud_Privada,3,Inactivo,0,Cumple
2,14,2700,Mujer,57,Primario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
1,6,1500,Mujer,21,Terciario_universitario,Salud_Publica,1.14285714285714,Desocupado,0,No_cumple
4,54,500,Mujer,39,Secundario,Salud_Privada,2.85714285714286,Ocupado,1,No_cumple
3,38,600,Varon,43,Secundario,Salud_Publica,3.14285714285714,Ocupado,0,Cumple
3,86,1500,Mujer,28,Terciario_universitario,Salud_Publica,3,Ocupado,0,Cumple
2,82,1500,Varon,35,Secundario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
6,94,1200,Mujer,71,Primario,Salud_Privada,1.71428571428571,Inactivo,0,No_cumple
3,86,3000,Varon,47,Terciario_universitario,Salud_Privada,6,Ocupado,0,Cumple
1,6,2050,Varon,27,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
3,90,3500,Varon,25,Secundario,Salud_Privada,1,Ocupado,0,No_cumple
5,50,1600,Varon,40,Terciario_universitario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
2,42,600,Varon,24,Primario,Salud_Publica,0.142857142857143,Inactivo,0,No_cumple
2,30,1600,Varon,38,Secundario,Salud_Privada,0.571428571428572,Ocupado,0,No_cumple
2,14,4000,Varon,45,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
6,26,1100,Mujer,27,Secundario,Salud_Privada,0.571428571428572,Ocupado,0,No_cumple
3,10,600,Varon,27,Primario,Salud_Publica,0,Ocupado,1,No_cumple
6,26,1300,Varon,20,Secundario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
2,42,3500,Mujer,27,Secundario,Salud_Publica,5.71428571428571,Ocupado,0,Cumple
3,10,450,Mujer,28,Terciario_universitario,Salud_Publica,0.857142857142857,Inactivo,0,No_cumple
6,58,800,Mujer,70,Primario,Salud_Privada,5,Inactivo,0,Cumple
1,2,4000,Varon,35,Terciario_universitario,Salud_Privada,3,Ocupado,0,Cumple
3,66,200,Mujer,46,Primario,Salud_Publica,2.85714285714286,Ocupado,1,No_cumple
3,66,700,Varon,24,Primario,Salud_Publica,1,Desocupado,1,No_cumple
3,38,800,Mujer,48,Primario,Salud_Publica,1.42857142857143,Inactivo,0,No_cumple
3,66,2500,Varon,39,Terciario_universitario,Salud_Privada,8,Ocupado,1,Cumple
3,46,2000,Varon,70,Secundario,Salud_Privada,1.14285714285714,Ocupado,0,No_cumple
3,46,1500,Varon,60,Primario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
4,34,1200,Mujer,47,Primario,Salud_Privada,5.14285714285714,Inactivo,0,Cumple
2,42,1150,Varon,69,Secundario,Salud_Privada,4,Inactivo,0,Cumple
1,6,2000,Mujer,19,Primario,Salud_Publica,2,Desocupado,0,No_cumple
6,94,2000,Varon,72,Primario,Salud_Privada,1,Inactivo,0,No_cumple
6,26,3500,Varon,75,Primario,Salud_Privada,4.14285714285714,Inactivo,0,Cumple
6,94,16000,Varon,38,Secundario,Salud_Privada,1.71428571428571,Ocupado,0,No_cumple
6,78,5000,Mujer,42,Secundario,Salud_Privada,0.428571428571429,Ocupado,0,No_cumple
1,6,5000,Varon,67,Primario,Salud_Privada,0.714285714285714,Inactivo,0,No_cumple
2,6,2000,Mujer,46,Terciario_universitario,Salud_Privada,5,Inactivo,0,Cumple
2,14,2300,Varon,33,Terciario_universitario,Salud_Privada,2.71428571428571,Ocupado,0,No_cumple
6,62,900,Mujer,26,Terciario_universitario,Salud_Publica,1.28571428571429,Ocupado,0,No_cumple
2,82,1500,Mujer,70,Primario,Salud_Privada,0.857142857142857,Inactivo,0,No_cumple
2,82,2200,Varon,36,Secundario,Salud_Privada,3.42857142857143,Ocupado,0,Cumple
3,38,2300,Varon,45,Secundario,Salud_Privada,1.85714285714286,Ocupado,1,No_cumple
2,42,3000,Varon,21,Secundario,Salud_Publica,0.428571428571429,Ocupado,0,No_cumple
6,58,750,Varon,19,Terciario_universitario,Salud_Privada,1.85714285714286,Inactivo,0,No_cumple
5,74,6000,Mujer,60,Terciario_universitario,Salud_Privada,1.42857142857143,Inactivo,0,No_cumple
4,34,2000,Mujer,23,Terciario_universitario,Salud_Privada,2.57142857142857,Inactivo,1,No_cumple
6,94,3000,Varon,50,Secundario,Salud_Privada,2.28571428571429,Ocupado,0,No_cumple
1,6,8000,Mujer,37,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
4,54,1100,Mujer,76,Primario,Salud_Privada,2,Inactivo,0,No_cumple
2,6,1200,Mujer,87,Primario,Salud_Privada,3.71428571428571,Inactivo,0,Cumple
1,6,1000,Mujer,49,Primario,Salud_Publica,3,Ocupado,0,Cumple
2,30,3000,Mujer,56,Terciario_universitario,Salud_Privada,1,Inactivo,0,No_cumple
6,78,2500,Mujer,25,Terciario_universitario,Salud_Privada,1.28571428571429,Ocupado,0,No_cumple
1,6,1050,Mujer,70,Primario,Salud_Privada,6,Inactivo,0,Cumple
3,66,2200,Mujer,59,Primario,Salud_Privada,3,Ocupado,0,Cumple
5,74,2400,Varon,41,Primario,Salud_Privada,0.285714285714286,Ocupado,0,No_cumple
6,62,3800,Mujer,75,Terciario_universitario,Salud_Privada,0.571428571428572,Inactivo,0,No_cumple
1,6,3000,Mujer,54,Secundario,Salud_Privada,2,Ocupado,0,No_cumple
2,6,5600,Varon,68,Terciario_universitario,Salud_Privada,2.14285714285714,Ocupado,0,No_cumple
4,18,2000,Varon,26,Secundario,Salud_Privada,4.28571428571429,Ocupado,0,Cumple
6,58,300,Mujer,34,Secundario,Salud_Publica,1.28571428571429,Desocupado,1,No_cumple
5,74,4000,Varon,29,Terciario_universitario,Salud_Privada,1.57142857142857,Ocupado,0,No_cumple
3,86,700,Mujer,34,Primario,Salud_Privada,1.28571428571429,Inactivo,1,No_cumple
2,30,2500,Mujer,36,Secundario,Salud_Privada,0.714285714285714,Ocupado,0,No_cumple
3,46,1400,Varon,40,Secundario,Salud_Privada,0.857142857142857,Ocupado,0,No_cumple
5,50,5001,Varon,35,Terciario_universitario,Salud_Privada,6,Ocupado,0,Cumple
2,42,1100,Varon,88,Primario,Salud_Publica,2,Inactivo,0,No_cumple
6,94,3500,Mujer,41,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
5,74,2000,Mujer,33,Primario,Salud_Privada,3,Inactivo,0,Cumple
5,50,2500,Mujer,72,Secundario,Salud_Privada,5,Inactivo,0,Cumple
1,6,7000,Varon,32,Terciario_universitario,Salud_Privada,2.57142857142857,Ocupado,0,No_cumple
2,30,1600,Varon,78,Primario,Salud_Privada,2,Inactivo,0,No_cumple
5,70,3000,Mujer,49,Terciario_universitario,Salud_Privada,1.42857142857143,Ocupado,0,No_cumple
5,74,1800,Mujer,37,Primario,Salud_Privada,2,Inactivo,0,No_cumple
